category,Opady w mm
1.6.2021,0
2.6.2021,0
3.6.2021,0
4.6.2021,0
5.6.2021,0.3
6.6.2021,0
7.6.2021,0
8.6.2021,0
9.6.2021,0
10.6.2021,4.6
11.6.2021,0
12.6.2021,7.9
13.6.2021,27.4
14.6.2021,7.9
15.6.2021,0
16.6.2021,0
17.6.2021,0
18.6.2021,0
19.6.2021,0
20.6.2021,0
21.6.2021,0
22.6.2021,0
23.6.2021,0
24.6.2021,1.3
26.6.2021,0
27.6.2021,0
28.6.2021,0
29.6.2021,0
30.6.2021,0.3
