category,Opady w mm
2.1.2021,0
3.1.2021,0.8
4.1.2021,0
5.1.2021,3.1
6.1.2021,10.2
7.1.2021,2
8.1.2021,0.3
9.1.2021,0.3
10.1.2021,0.8
11.1.2021,0
12.1.2021,0
13.1.2021,4.3
14.1.2021,0.8
15.1.2021,0.5
16.1.2021,0
17.1.2021,1.8
18.1.2021,0
19.1.2021,0
20.1.2021,1.5
21.1.2021,1
22.1.2021,0
23.1.2021,0
24.1.2021,1.5
25.1.2021,1.8
26.1.2021,10.9
27.1.2021,0.5
28.1.2021,0
30.1.2021,1
31.1.2021,2.3
