category,Opady w mm
1.9.2021,1.5
2.9.2021,0.3
3.9.2021,0.3
4.9.2021,0
5.9.2021,0
6.9.2021,0
7.9.2021,0
8.9.2021,0
9.9.2021,0
10.9.2021,0
11.9.2021,0
12.9.2021,18
13.9.2021,0
14.9.2021,0
15.9.2021,0
16.9.2021,2
17.9.2021,12.5
18.9.2021,11.9
19.9.2021,4.1
20.9.2021,1
21.9.2021,0
22.9.2021,0
23.9.2021,0
24.9.2021,5.1
25.9.2021,0.5
26.9.2021,0
27.9.2021,0
28.9.2021,0
29.9.2021,0
30.9.2021,15
