category,Wiatr w m/s
1.7.2022,3.4
2.7.2022,3.4
3.7.2022,1.2
4.7.2022,1.4
5.7.2022,1.9
6.7.2022,2.8
7.7.2022,1.8
8.7.2022,2
9.7.2022,2.3
10.7.2022,2.5
11.7.2022,2.1
12.7.2022,4.8
13.7.2022,5.4
14.7.2022,2.7
15.7.2022,3.2
16.7.2022,2.8
17.7.2022,2.9
18.7.2022,2.4
19.7.2022,1.4
20.7.2022,2
21.7.2022,1.2
22.7.2022,1.4
23.7.2022,2.4
24.7.2022,3.2
25.7.2022,1.1
26.7.2022,2.6
27.7.2022,2.1
28.7.2022,1.8
29.7.2022,1.1
30.7.2022,1.6
31.7.2022,1.9
