category,Wiatr w m/s
1.6.2022,2.2
2.6.2022,1.8
3.6.2022,1.5
4.6.2022,1.3
5.6.2022,1.5
6.6.2022,2.4
7.6.2022,1.7
8.6.2022,1.9
9.6.2022,1.9
10.6.2022,2.9
11.6.2022,2.5
12.6.2022,1.7
13.6.2022,2.5
14.6.2022,3.6
15.6.2022,2.4
16.6.2022,1.4
17.6.2022,3
18.6.2022,2.3
19.6.2022,3.3
20.6.2022,2.7
21.6.2022,4.7
22.6.2022,3.1
23.6.2022,1.2
24.6.2022,2
25.6.2022,2
26.6.2022,1.9
27.6.2022,2.5
28.6.2022,2.5
29.6.2022,2.2
30.6.2022,1.4
