category,Wiatr w m/s
1.12.2022,2.1
2.12.2022,2.3
3.12.2022,2.7
4.12.2022,5.1
5.12.2022,4.3
6.12.2022,2.9
7.12.2022,3.2
8.12.2022,2.8
9.12.2022,1.3
10.12.2022,2.4
11.12.2022,3.9
12.12.2022,3.2
13.12.2022,3.7
14.12.2022,3
15.12.2022,2.3
16.12.2022,2.5
17.12.2022,3.4
18.12.2022,2.4
19.12.2022,3.2
20.12.2022,3.4
21.12.2022,2.5
22.12.2022,2.3
23.12.2022,2.8
24.12.2022,1.2
25.12.2022,1.2
26.12.2022,3.6
27.12.2022,4.2
28.12.2022,3.3
29.12.2022,3.3
30.12.2022,3.1
31.12.2022,3.8
