category,Wiatr w m/s
1.9.2022,2
2.9.2022,1.1
3.9.2022,1.3
4.9.2022,1.1
5.9.2022,1.4
6.9.2022,1.2
7.9.2022,1.2
8.9.2022,3
9.9.2022,3.5
10.9.2022,1.7
11.9.2022,3.5
12.9.2022,2.6
13.9.2022,1.5
14.9.2022,2.3
15.9.2022,2.5
16.9.2022,3.5
17.9.2022,2.5
18.9.2022,2.8
19.9.2022,3.2
20.9.2022,2.4
21.9.2022,2.5
22.9.2022,2
23.9.2022,2
24.9.2022,0.8
25.9.2022,1
26.9.2022,1.5
27.9.2022,2.2
28.9.2022,2.3
29.9.2022,1.4
30.9.2022,1
