category,Wiatr w m/s
1.4.2022,3.8
2.4.2022,3.7
3.4.2022,2.9
4.4.2022,4.6
5.4.2022,4.5
6.4.2022,2.5
7.4.2022,3.8
8.4.2022,4.7
9.4.2022,2.7
10.4.2022,3.2
11.4.2022,2.2
12.4.2022,1.7
13.4.2022,1
14.4.2022,2.2
15.4.2022,2.8
16.4.2022,4.5
22.4.2022,2.6
23.4.2022,2.6
24.4.2022,2.1
25.4.2022,2.1
26.4.2022,1.8
27.4.2022,1.5
28.4.2022,1.8
29.4.2022,1
30.4.2022,1.1
