category,Wiatr w m/s
1.1.2022,3.7
2.1.2022,3.2
3.1.2022,4.9
4.1.2022,3
5.1.2022,3.2
6.1.2022,4.5
7.1.2022,3.2
8.1.2022,2.5
9.1.2022,1.7
10.1.2022,1.6
11.1.2022,1.7
12.1.2022,2
13.1.2022,5.1
14.1.2022,6.9
15.1.2022,4.1
16.1.2022,3.3
17.1.2022,6.9
18.1.2022,4
19.1.2022,3.6
20.1.2022,5.9
21.1.2022,6.4
22.1.2022,4.2
23.1.2022,2.2
24.1.2022,2.2
25.1.2022,3
26.1.2022,2.7
27.1.2022,5
28.1.2022,6.2
29.1.2022,4.6
30.1.2022,7.5
31.1.2022,4.8
