category,Wiatr w m/s
1.5.2022,1.2
2.5.2022,1.2
3.5.2022,2.8
4.5.2022,1.9
5.5.2022,3.3
6.5.2022,1.8
7.5.2022,1.5
9.5.2022,1.7
10.5.2022,1.4
11.5.2022,2.5
12.5.2022,5.7
13.5.2022,2.5
14.5.2022,3.6
15.5.2022,3
16.5.2022,1.5
17.5.2022,3.3
18.5.2022,2.5
19.5.2022,2.1
20.5.2022,2.7
21.5.2022,4.8
22.5.2022,4.7
23.5.2022,2.1
24.5.2022,2.7
25.5.2022,2
26.5.2022,3.3
27.5.2022,3.3
28.5.2022,4.1
29.5.2022,2.3
30.5.2022,2.2
31.5.2022,2
