category,Wiatr w m/s
1.3.2023,1.8
2.3.2023,1.6
3.3.2023,4.3
4.3.2023,5.1
5.3.2023,3.2
6.3.2023,2.4
7.3.2023,2.9
8.3.2023,3.6
9.3.2023,1.9
10.3.2023,2.9
11.3.2023,4.5
12.3.2023,4.6
13.3.2023,3.9
14.3.2023,4.1
15.3.2023,3.8
16.3.2023,1.9
17.3.2023,2.4
18.3.2023,4
19.3.2023,1.9
20.3.2023,1.9
21.3.2023,2
22.3.2023,2.3
23.3.2023,3.4
24.3.2023,2.9
25.3.2023,2.4
26.3.2023,3.4
27.3.2023,3.7
28.3.2023,4
29.3.2023,3.4
30.3.2023,3
31.3.2023,3.2
