category,Wiatr w m/s
1.7.2023,1.9
2.7.2023,2.9
3.7.2023,2.7
4.7.2023,1.9
5.7.2023,2
6.7.2023,2.1
7.7.2023,1.2
8.7.2023,1.4
9.7.2023,1.9
10.7.2023,2
11.7.2023,1.7
12.7.2023,2
13.7.2023,1.2
14.7.2023,2.4
15.7.2023,1.4
16.7.2023,2.5
17.7.2023,1.9
18.7.2023,3
19.7.2023,1.8
20.7.2023,1.8
21.7.2023,1.6
22.7.2023,2.8
23.7.2023,2.1
24.7.2023,2.7
25.7.2023,2.9
26.7.2023,2.7
27.7.2023,2.5
28.7.2023,2.4
29.7.2023,1.8
30.7.2023,2.1
31.7.2023,2.4
