category,Wiatr w m/s
1.8.2023,3.4
2.8.2023,2.3
3.8.2023,3.3
4.8.2023,2
5.8.2023,1.5
6.8.2023,3.9
7.8.2023,3.8
8.8.2023,3.4
9.8.2023,2.1
10.8.2023,1
11.8.2023,1.1
12.8.2023,1.1
13.8.2023,1.9
14.8.2023,1.4
15.8.2023,2.4
16.8.2023,1.5
17.8.2023,1.5
18.8.2023,2.1
19.8.2023,1.7
20.8.2023,1.4
21.8.2023,2.3
22.8.2023,1.7
23.8.2023,1.4
24.8.2023,1.8
25.8.2023,1.6
26.8.2023,1.7
27.8.2023,1.4
28.8.2023,2.1
29.8.2023,2.1
30.8.2023,2
31.8.2023,2.4
