category,Wiatr w m/s
1.2.2023,5.2
2.2.2023,3.6
3.2.2023,3.6
4.2.2023,3.5
5.2.2023,3
6.2.2023,1.7
7.2.2023,2.4
8.2.2023,1.7
9.2.2023,2.4
10.2.2023,4.1
11.2.2023,5.3
12.2.2023,2.4
13.2.2023,3.9
14.2.2023,3.8
15.2.2023,1.7
16.2.2023,2.1
17.2.2023,3.5
18.2.2023,6.8
19.2.2023,4
20.2.2023,6.4
21.2.2023,6.2
22.2.2023,2.2
23.2.2023,3.4
24.2.2023,2.4
25.2.2023,2.4
26.2.2023,3.4
27.2.2023,1.5
28.2.2023,1.3
