category,Wiatr w m/s
1.4.2023,2.9
2.4.2023,4.2
3.4.2023,4.6
4.4.2023,2.6
5.4.2023,1.9
6.4.2023,3.9
7.4.2023,3.2
8.4.2023,1.4
9.4.2023,0.9
10.4.2023,1.6
11.4.2023,2.9
12.4.2023,1.6
13.4.2023,1.5
14.4.2023,3.6
15.4.2023,4.2
16.4.2023,2.3
17.4.2023,2.3
18.4.2023,2.4
19.4.2023,2.1
20.4.2023,1.8
21.4.2023,2.1
22.4.2023,1.1
23.4.2023,2.3
24.4.2023,3.2
25.4.2023,2.9
26.4.2023,3.7
27.4.2023,2.3
28.4.2023,1.8
29.4.2023,3.2
30.4.2023,2.9
