category,Wiatr w m/s
1.1.2023,4.2
2.1.2023,2.8
3.1.2023,4
4.1.2023,3.6
5.1.2023,5.8
6.1.2023,3
7.1.2023,2.3
8.1.2023,4.2
9.1.2023,3.1
10.1.2023,1.2
11.1.2023,2.4
12.1.2023,3.1
13.1.2023,3.5
14.1.2023,2.9
15.1.2023,4.6
16.1.2023,3.3
17.1.2023,2.9
18.1.2023,2.9
19.1.2023,1.6
21.1.2023,2.9
22.1.2023,1.5
23.1.2023,1.2
24.1.2023,1.1
25.1.2023,1.7
26.1.2023,1.6
27.1.2023,1
28.1.2023,1.4
29.1.2023,3.8
30.1.2023,4.9
31.1.2023,4.3
