category,Wiatr w m/s
1.5.2023,1.9
2.5.2023,3.1
3.5.2023,2.3
4.5.2023,1
5.5.2023,1.8
6.5.2023,3.3
7.5.2023,2.9
8.5.2023,1.2
9.5.2023,2.4
10.5.2023,3.6
11.5.2023,3
12.5.2023,2.9
13.5.2023,1.6
14.5.2023,2.4
15.5.2023,3.6
16.5.2023,2.7
17.5.2023,2.8
18.5.2023,2.5
19.5.2023,1.4
20.5.2023,1.7
21.5.2023,1.7
22.5.2023,1.1
23.5.2023,1.7
24.5.2023,1.9
25.5.2023,2
26.5.2023,2.5
27.5.2023,2.3
28.5.2023,1.2
29.5.2023,1.1
30.5.2023,2.4
31.5.2023,2.1
