category,Opady w mm
1.2.2022,0
2.2.2022,2.3
3.2.2022,1
4.2.2022,0.5
5.2.2022,0.3
6.2.2022,0
7.2.2022,4.1
8.2.2022,0.8
9.2.2022,4.8
10.2.2022,0.5
11.2.2022,0.5
12.2.2022,7.1
13.2.2022,0
14.2.2022,0
15.2.2022,0
16.2.2022,0
17.2.2022,3.8
18.2.2022,4.3
19.2.2022,3.1
20.2.2022,1.3
21.2.2022,1
22.2.2022,3.1
23.2.2022,0.3
24.2.2022,2.3
25.2.2022,0
26.2.2022,0
27.2.2022,0
28.2.2022,0
