category,Opady w mm
1.4.2022,1.8
2.4.2022,17
3.4.2022,5.1
4.4.2022,0
5.4.2022,0.8
6.4.2022,2.8
7.4.2022,3.3
8.4.2022,3.1
9.4.2022,7.1
10.4.2022,0.3
11.4.2022,0
12.4.2022,0.5
13.4.2022,0
14.4.2022,0
15.4.2022,0.8
16.4.2022,1.8
22.4.2022,0.3
23.4.2022,0
24.4.2022,0
25.4.2022,0.5
26.4.2022,0
27.4.2022,0.3
28.4.2022,0
29.4.2022,0
30.4.2022,0
