category,Opady w mm
1.3.2022,0
2.3.2022,0
3.3.2022,0
4.3.2022,0
5.3.2022,0
6.3.2022,0
7.3.2022,0
8.3.2022,0
9.3.2022,1.5
10.3.2022,0.5
11.3.2022,0
12.3.2022,0
13.3.2022,0
14.3.2022,0
15.3.2022,0
16.3.2022,0
17.3.2022,0
18.3.2022,0
19.3.2022,0
20.3.2022,0
21.3.2022,0
22.3.2022,0
23.3.2022,0
24.3.2022,0
25.3.2022,0
26.3.2022,0
27.3.2022,0
28.3.2022,0
29.3.2022,0
30.3.2022,0
31.3.2022,1.5
