category,minimum,maximum
1.4.2022,-2,3.4
2.4.2022,-1,2.5
3.4.2022,-4,3.3
4.4.2022,-2,5.8
5.4.2022,1,7.3
6.4.2022,1,10.2
7.4.2022,8,17
8.4.2022,4,14.1
9.4.2022,2,9.1
10.4.2022,0,7.4
11.4.2022,-1,8
12.4.2022,-2,10.7
13.4.2022,-3,13.5
14.4.2022,-1,18.7
15.4.2022,6,14.2
16.4.2022,3,9.6
22.4.2022,5,10.4
23.4.2022,5,12.2
24.4.2022,7,14.1
25.4.2022,8,12.6
26.4.2022,7,10.7
27.4.2022,4,15
28.4.2022,0,15.5
29.4.2022,1,14.5
30.4.2022,1,17.1
