category,minimum,maximum
1.2.2023,0,4.3
2.2.2023,-1,3.5
3.2.2023,-2,1.6
4.2.2023,-4,-0.9
5.2.2023,-6,-2
6.2.2023,-8,0.3
7.2.2023,-4,0.4
8.2.2023,-5,2.2
9.2.2023,-7,0.9
10.2.2023,-3,1.1
11.2.2023,1,4.2
12.2.2023,-2,4.3
13.2.2023,-1,6.4
14.2.2023,1,5.5
15.2.2023,-1,3.1
16.2.2023,-3,6.3
17.2.2023,1,9.3
18.2.2023,2,9.3
19.2.2023,0,4.5
20.2.2023,0,7.4
21.2.2023,3,7.4
22.2.2023,-1,5.3
23.2.2023,-2,4.2
24.2.2023,1,6.6
25.2.2023,1,5.3
26.2.2023,-2,1.6
27.2.2023,-2,-0.3
28.2.2023,-4,2.6
