category,Wiatr w m/s
1.6.2020,3.4
2.6.2020,3.6
3.6.2020,2
4.6.2020,1.4
5.6.2020,2.9
6.6.2020,3.1
7.6.2020,2.4
8.6.2020,2.5
9.6.2020,2.4
10.6.2020,1.7
11.6.2020,1.7
12.6.2020,1.9
13.6.2020,2.6
14.6.2020,2
15.6.2020,1.4
16.6.2020,1.3
17.6.2020,1.8
18.6.2020,2.4
19.6.2020,2.5
20.6.2020,1.5
21.6.2020,2
22.6.2020,2.2
23.6.2020,3.4
24.6.2020,2
25.6.2020,2.5
26.6.2020,3.7
27.6.2020,2.4
28.6.2020,1.9
29.6.2020,1.9
30.6.2020,2.8
