category,Wiatr w m/s
1.11.2020,2
2.11.2020,2.3
3.11.2020,1.5
4.11.2020,1.9
5.11.2020,3.1
6.11.2020,3
7.11.2020,2.3
8.11.2020,1.9
9.11.2020,1.1
10.11.2020,2.1
11.11.2020,2
12.11.2020,2
13.11.2020,2.1
14.11.2020,1.8
15.11.2020,1.8
16.11.2020,2.8
17.11.2020,1.9
18.11.2020,2.5
20.11.2020,3.4
21.11.2020,3.2
22.11.2020,5.2
27.11.2020,3.5
28.11.2020,2.5
29.11.2020,1.9
30.11.2020,2.5
