category,Wiatr w m/s
1.3.2020,3.9
2.3.2020,2.9
3.3.2020,2.8
4.3.2020,2.8
5.3.2020,2.1
6.3.2020,4.3
7.3.2020,3
8.3.2020,2
9.3.2020,2
10.3.2020,2.6
11.3.2020,4.9
12.3.2020,5.4
13.3.2020,4.5
14.3.2020,4.7
15.3.2020,2.3
16.3.2020,3.7
17.3.2020,2.1
18.3.2020,2.5
19.3.2020,2.7
20.3.2020,1.5
21.3.2020,3.4
22.3.2020,3.2
23.3.2020,2.2
24.3.2020,2
25.3.2020,2.7
26.3.2020,3.2
27.3.2020,2.9
28.3.2020,1.7
29.3.2020,4
30.3.2020,4.3
31.3.2020,2.8
