category,Wiatr w m/s
1.10.2020,2.5
2.10.2020,3.3
3.10.2020,5.3
4.10.2020,4.3
5.10.2020,3.2
6.10.2020,2.3
7.10.2020,1.7
11.10.2020,2.4
12.10.2020,2.5
13.10.2020,3.3
14.10.2020,2.9
15.10.2020,1.3
16.10.2020,1.3
17.10.2020,1.8
18.10.2020,3.6
19.10.2020,2.9
20.10.2020,2.3
21.10.2020,2.4
23.10.2020,2
24.10.2020,2.4
25.10.2020,2.3
26.10.2020,3.2
27.10.2020,2.1
28.10.2020,2
29.10.2020,2.3
30.10.2020,2.3
31.10.2020,1.4
