category,Wiatr w m/s
1.1.2020,3.8
2.1.2020,3.3
3.1.2020,3.2
4.1.2020,5.3
5.1.2020,4.5
6.1.2020,2.3
7.1.2020,1.7
8.1.2020,2.8
9.1.2020,2.6
10.1.2020,3.9
11.1.2020,3.6
12.1.2020,3.3
13.1.2020,3.8
14.1.2020,2.7
15.1.2020,3.7
16.1.2020,2.7
17.1.2020,3
18.1.2020,2.3
19.1.2020,1.2
20.1.2020,3
21.1.2020,5.1
22.1.2020,5.5
23.1.2020,3.8
24.1.2020,4.4
25.1.2020,3.5
26.1.2020,1.9
27.1.2020,1.9
28.1.2020,2.6
29.1.2020,4.1
30.1.2020,4.1
31.1.2020,4.7
