category,Wiatr w m/s
1.12.2020,3
2.12.2020,3.5
3.12.2020,5.3
4.12.2020,5.9
5.12.2020,6
6.12.2020,7.3
7.12.2020,7.1
8.12.2020,6.6
9.12.2020,4.4
10.12.2020,4.1
11.12.2020,3.2
12.12.2020,4.3
13.12.2020,2.1
14.12.2020,1.1
15.12.2020,2.7
16.12.2020,2.3
17.12.2020,2
18.12.2020,2.5
19.12.2020,1.7
20.12.2020,2.9
21.12.2020,3.1
22.12.2020,3.8
23.12.2020,2.6
24.12.2020,3.5
25.12.2020,3.6
26.12.2020,3.5
27.12.2020,4.1
28.12.2020,6.4
29.12.2020,5.1
30.12.2020,1.9
31.12.2020,1.4
