category,Wiatr w m/s
1.8.2020,2.5
2.8.2020,1.4
3.8.2020,2.5
4.8.2020,1.7
5.8.2020,2.1
6.8.2020,1.6
7.8.2020,1.4
8.8.2020,1.3
9.8.2020,1.6
10.8.2020,1.4
11.8.2020,2.1
12.8.2020,1.8
14.8.2020,2.1
15.8.2020,2.5
16.8.2020,2.3
17.8.2020,2
18.8.2020,1.4
19.8.2020,1.7
21.8.2020,1.3
22.8.2020,2.2
23.8.2020,1.8
24.8.2020,1.9
25.8.2020,2.2
26.8.2020,2.7
27.8.2020,4.7
28.8.2020,2.6
29.8.2020,2.2
30.8.2020,1.8
31.8.2020,3.5
