category,Opady w mm
1.3.2023,0
2.3.2023,0
3.3.2023,0
4.3.2023,0
5.3.2023,0.3
6.3.2023,0
7.3.2023,1
8.3.2023,0.3
9.3.2023,1.3
10.3.2023,2
11.3.2023,4.6
12.3.2023,1
13.3.2023,0
14.3.2023,1
15.3.2023,0
16.3.2023,0
17.3.2023,0
18.3.2023,0
19.3.2023,0
20.3.2023,0
21.3.2023,0.3
22.3.2023,0
23.3.2023,0
24.3.2023,0
25.3.2023,1.3
26.3.2023,3.1
27.3.2023,3.1
28.3.2023,0
29.3.2023,0
30.3.2023,0
31.3.2023,1.5
