category,Opady w mm
1.5.2023,0
3.5.2023,0.5
4.5.2023,0
5.5.2023,0
6.5.2023,4.1
7.5.2023,9.9
8.5.2023,0
9.5.2023,0
10.5.2023,0
11.5.2023,0
12.5.2023,0
13.5.2023,0
14.5.2023,0
15.5.2023,8.9
16.5.2023,0
17.5.2023,7.9
18.5.2023,15
19.5.2023,0.5
20.5.2023,0
21.5.2023,0
22.5.2023,0
23.5.2023,0
24.5.2023,0
25.5.2023,0
26.5.2023,0
27.5.2023,0
28.5.2023,0
29.5.2023,0
30.5.2023,0
31.5.2023,0
