category,Opady w mm
1.4.2023,1.3
2.4.2023,1
3.4.2023,1.3
4.4.2023,0
5.4.2023,0
6.4.2023,0
7.4.2023,7.9
8.4.2023,0.3
9.4.2023,0.5
10.4.2023,0
11.4.2023,0.3
12.4.2023,0
13.4.2023,0
14.4.2023,0
15.4.2023,0.5
16.4.2023,2.3
17.4.2023,0
18.4.2023,0
19.4.2023,0
20.4.2023,0
21.4.2023,0
22.4.2023,0
23.4.2023,0
24.4.2023,0
25.4.2023,1
26.4.2023,21.8
27.4.2023,0
28.4.2023,0
29.4.2023,0
30.4.2023,1
