category,Opady w mm
1.8.2023,0
2.8.2023,1.8
3.8.2023,0
4.8.2023,0.5
5.8.2023,0
6.8.2023,22.9
7.8.2023,2.3
8.8.2023,0
9.8.2023,0.3
10.8.2023,4.3
11.8.2023,0
12.8.2023,0
13.8.2023,2
14.8.2023,0
15.8.2023,0
16.8.2023,0
17.8.2023,0
18.8.2023,0
19.8.2023,2
20.8.2023,0
21.8.2023,2.3
22.8.2023,0
23.8.2023,2.8
24.8.2023,0
25.8.2023,2
26.8.2023,0
27.8.2023,3.3
28.8.2023,0
29.8.2023,0.5
30.8.2023,12.7
31.8.2023,0.3
