category,Opady w mm
1.1.2023,0
2.1.2023,0
3.1.2023,0
4.1.2023,0
5.1.2023,6.9
6.1.2023,4.8
7.1.2023,2
8.1.2023,1
9.1.2023,0
10.1.2023,0
11.1.2023,7.4
12.1.2023,0
13.1.2023,0
14.1.2023,0.5
15.1.2023,0
16.1.2023,6.9
17.1.2023,4.3
18.1.2023,3.8
19.1.2023,2.5
21.1.2023,5.1
22.1.2023,6.6
23.1.2023,0
24.1.2023,0
25.1.2023,0
26.1.2023,0
27.1.2023,0
28.1.2023,0
29.1.2023,0
30.1.2023,0
31.1.2023,0.8
