category,Opady w mm
1.5.2020,0
2.5.2020,17.3
3.5.2020,2
4.5.2020,7.4
5.5.2020,0
6.5.2020,13.2
7.5.2020,10.7
8.5.2020,0
9.5.2020,0
10.5.2020,0
11.5.2020,0
12.5.2020,15
13.5.2020,0
14.5.2020,0.5
15.5.2020,0.8
16.5.2020,0
17.5.2020,0
18.5.2020,0
19.5.2020,3.6
20.5.2020,1
21.5.2020,0
22.5.2020,0
23.5.2020,0
24.5.2020,6.1
25.5.2020,2.8
26.5.2020,5.1
27.5.2020,0.5
28.5.2020,0
29.5.2020,0.3
30.5.2020,0.5
31.5.2020,24.9
