category,Opady w mm
1.10.2020,9.7
2.10.2020,1.8
3.10.2020,1.3
4.10.2020,0
5.10.2020,0
6.10.2020,2.5
7.10.2020,0
11.10.2020,2.3
12.10.2020,0
13.10.2020,31
14.10.2020,34
15.10.2020,1
16.10.2020,1.8
17.10.2020,3.8
18.10.2020,0.3
19.10.2020,2
20.10.2020,0
21.10.2020,0
23.10.2020,0.8
24.10.2020,1.5
25.10.2020,0.5
26.10.2020,0
28.10.2020,0
29.10.2020,0.5
30.10.2020,5.8
31.10.2020,0
