category,minimum,maximum
1.2.2021,-16,-3.3
2.2.2021,-9,1.7
3.2.2021,1,3.2
4.2.2021,-5,5.4
5.2.2021,-10,-1.6
6.2.2021,-14,-4
7.2.2021,-14,-11
8.2.2021,-13,-8.4
9.2.2021,-9,-8.2
10.2.2021,-12,-7.3
16.2.2021,-7,-1.8
17.2.2021,-8,-1.6
18.2.2021,-16,-3.1
19.2.2021,-13,-4.7
20.2.2021,0,4.3
21.2.2021,-1,8.2
22.2.2021,-2,11.1
23.2.2021,-3,8
24.2.2021,3,13.9
25.2.2021,1,16.7
26.2.2021,4,12
27.2.2021,0,8.3
28.2.2021,-1,4.7
