category,Wiatr w m/s
1.4.2021,3.2
2.4.2021,3.2
3.4.2021,3
4.4.2021,2.7
5.4.2021,4.5
6.4.2021,3.4
7.4.2021,3.4
8.4.2021,3.4
9.4.2021,3.9
10.4.2021,3.2
11.4.2021,3.6
12.4.2021,3.1
13.4.2021,4.5
14.4.2021,4.6
15.4.2021,2.4
16.4.2021,3.2
17.4.2021,1.4
18.4.2021,1.5
19.4.2021,2.1
20.4.2021,2.1
21.4.2021,2.4
22.4.2021,3.6
23.4.2021,4
24.4.2021,2.7
25.4.2021,2.1
26.4.2021,2.8
27.4.2021,1.7
28.4.2021,2.6
29.4.2021,3.6
30.4.2021,3.3
