category,Wiatr w m/s
1.5.2021,2
2.5.2021,4.9
3.5.2021,5.5
4.5.2021,3.2
5.5.2021,3
6.5.2021,4.9
7.5.2021,2.2
8.5.2021,3.2
9.5.2021,2.9
10.5.2021,4.2
11.5.2021,5.4
12.5.2021,4.7
13.5.2021,2.4
14.5.2021,1.5
16.5.2021,2.5
17.5.2021,1.2
18.5.2021,2.9
19.5.2021,3
20.5.2021,3.4
21.5.2021,2.6
22.5.2021,3.1
23.5.2021,3.2
24.5.2021,2
25.5.2021,3
26.5.2021,3.5
27.5.2021,2.7
28.5.2021,2.2
29.5.2021,2.1
30.5.2021,2.7
31.5.2021,1.9
