category,Wiatr w m/s
1.12.2021,3.2
2.12.2021,5.4
3.12.2021,4.1
4.12.2021,2.6
5.12.2021,1.9
6.12.2021,2.1
7.12.2021,2.1
8.12.2021,2.5
9.12.2021,3.7
10.12.2021,3
11.12.2021,1.1
12.12.2021,1.8
13.12.2021,1.7
14.12.2021,1.8
15.12.2021,2.3
16.12.2021,3.9
17.12.2021,4.3
18.12.2021,3.9
19.12.2021,5.4
20.12.2021,4.8
21.12.2021,3.1
22.12.2021,1.5
23.12.2021,2.9
24.12.2021,3.1
25.12.2021,3.4
26.12.2021,2.6
27.12.2021,2.2
28.12.2021,4.8
29.12.2021,3.7
30.12.2021,2.2
31.12.2021,4.3
