category,Wiatr w m/s
1.10.2021,1.7
2.10.2021,2.6
3.10.2021,3.4
4.10.2021,3.2
5.10.2021,5.5
6.10.2021,4.7
7.10.2021,3.2
8.10.2021,2.2
9.10.2021,1.5
10.10.2021,1.8
11.10.2021,1.3
12.10.2021,2
13.10.2021,1.9
14.10.2021,2.5
15.10.2021,3.5
16.10.2021,2.9
17.10.2021,2.3
18.10.2021,2.2
19.10.2021,2
20.10.2021,3.9
21.10.2021,5.3
22.10.2021,6.2
23.10.2021,4.2
24.10.2021,1.9
25.10.2021,2.4
26.10.2021,2.7
27.10.2021,3.1
28.10.2021,2.4
29.10.2021,2.6
30.10.2021,2.7
31.10.2021,2.7
