category,Wiatr w m/s
1.2.2021,2
2.2.2021,3.2
3.2.2021,2.1
4.2.2021,4.3
5.2.2021,1.3
6.2.2021,2
7.2.2021,4.1
8.2.2021,5.5
9.2.2021,1.4
10.2.2021,1.2
16.2.2021,2.7
17.2.2021,1.5
18.2.2021,1.8
19.2.2021,3.3
20.2.2021,2.3
21.2.2021,2
22.2.2021,1.5
23.2.2021,1.9
24.2.2021,2.1
25.2.2021,1.9
26.2.2021,3.3
27.2.2021,4.6
28.2.2021,4.1
