category,Wiatr w m/s
1.11.2021,3.6
2.11.2021,3.3
3.11.2021,2.7
4.11.2021,4.2
5.11.2021,4.5
6.11.2021,4.4
7.11.2021,4.2
8.11.2021,3
9.11.2021,1.4
10.11.2021,2.2
11.11.2021,2.3
12.11.2021,2.2
13.11.2021,3.4
14.11.2021,1.6
15.11.2021,2.8
16.11.2021,2.7
17.11.2021,2.3
18.11.2021,3.9
19.11.2021,6.2
20.11.2021,5.8
21.11.2021,4.2
22.11.2021,1.4
23.11.2021,3.2
24.11.2021,3.1
25.11.2021,2.6
26.11.2021,2.4
27.11.2021,2.8
28.11.2021,1.9
29.11.2021,4.4
30.11.2021,4.7
