category,Wiatr w m/s
1.9.2021,3.4
2.9.2021,2.8
3.9.2021,3.2
4.9.2021,1.7
5.9.2021,1.7
6.9.2021,1.3
7.9.2021,1.3
8.9.2021,1.3
9.9.2021,1.9
10.9.2021,1.8
11.9.2021,1.6
12.9.2021,1.8
13.9.2021,1.8
14.9.2021,1.1
15.9.2021,1.3
16.9.2021,2.2
17.9.2021,1.7
18.9.2021,2.8
19.9.2021,3.6
20.9.2021,2.7
21.9.2021,2.9
22.9.2021,2.5
23.9.2021,3.4
24.9.2021,5.3
25.9.2021,3.2
26.9.2021,1.1
27.9.2021,2.4
28.9.2021,2.7
29.9.2021,4.2
30.9.2021,2.1
