category,Wiatr w m/s
1.3.2021,3.1
2.3.2021,4.3
3.3.2021,1.9
4.3.2021,3.3
5.3.2021,2.7
6.3.2021,3.3
7.3.2021,6.1
8.3.2021,3.4
9.3.2021,1.5
10.3.2021,1.4
11.3.2021,4.1
12.3.2021,3.7
13.3.2021,3.8
14.3.2021,4.7
15.3.2021,2
16.3.2021,2
17.3.2021,3.5
18.3.2021,2.3
19.3.2021,2.1
20.3.2021,2.4
21.3.2021,4.3
22.3.2021,2.8
23.3.2021,2.6
24.3.2021,1.5
25.3.2021,1.3
26.3.2021,2
27.3.2021,3.4
28.3.2021,3.1
29.3.2021,2.3
30.3.2021,2.2
31.3.2021,2.5
